ItemNum,source,url,block,new_rand_order,ItemText_Raw,Answer_Key,true_human_or_GPT4,reviewer1_human_or_GPT4,reviewer1_why,reviewer2_human_or_GPT4,reviewer2_why,reviewer3_human_or_GPT4,reviewer3_why,concensus_human_vs_GPT,correct_human_vs_GPT_concensus,reviewer1_time_required_in_minutes,reviewer1_is_gpt_qa_correct,reviewer1_is_gpt_qa_correct_1_word,reviewer1_is_gpt_exp_correct,reviewer1_is_gpt_exp_correct_1_word,reviewer2_time_required_in_minutes,reviewer2_is_gpt_qa_correct,reviewer2_is_gpt_qa_correct_1_word,reviewer2_is_gpt_exp_correct,reviewer2_is_gpt_exp_correct_1_word,reviewer3_time_required_in_minutes,reviewer3_is_gpt_qa_correct,reviewer3_is_gpt_qa_correct_1_word,reviewer3_is_gpt_exp_correct,reviewer3_is_gpt_exp_correct_1_word,consensus_is_gpt_qa_correct,consensus_reason
075H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,169,"A 7-year-old girl is brought to the clinic by her father because of behavior problems at school since she started second grade 6 months ago. Her teacher is concerned because she cannot sit still or complete tasks and is not learning at the same pace as her classmates. Psychoeducational testing shows normal intelligence. The father says his daughter’s behavior problems have worsened since last year. She snores at night and wets the bed several nights weekly. She has no history of serious illness and receives no medications. She has been at the 25th percentile for height and weight for the past 3 years. Pulse is 105/min and regular, respirations are 22/min, and blood pressure is 105/65 mm Hg. The tonsils are 3+. Cardiopulmonary and abdominal examinations show no abnormalities. On neurologic examination, cranial nerves are intact. Deep tendon reflexes are 2+ in all extremities. Finger nose testing shows no abnormalities. Romberg sign is absent. Her gait is normal. Which of the following is the most appropriate next step in diagnosis?

(A) EEG
(B) Karyotype analysis
(C) MRI of the brain
(D) Polysomnography
(E) Thyroid function tests",D,human,human,,GPT,is there a right answer? question stem is unusual and answer choices don't seem to be the right set of options,human,,human,TRUE,,,,,,,,,,,,,,,,,
040G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,170,"A 28-year-old woman presents to her primary care physician with complaints of recurrent oral ulcers, joint pain, and fatigue for the past 6 months. She also reports that she has been experiencing photosensitivity and a red rash across her cheeks and nose that worsens with sun exposure. Her past medical history is significant for a spontaneous abortion 2 years ago. Family history is notable for her mother having an autoimmune disease. On examination, her temperature is 37.2°C (99.0°F), pulse is 88/min, respirations are 16/min, and blood pressure is 125/80 mm Hg. Examination reveals a malar rash, oral ulcers, and mild synovitis in the wrists and knees. Laboratory tests show positive antinuclear antibodies (ANA) and anti-double-stranded DNA (anti-dsDNA) antibodies. Which of the following is the most likely diagnosis?

(A) Rheumatoid arthritis
(B) Systemic lupus erythematosus
(C) Dermatomyositis
(D) Sjögren's syndrome
(E) Scleroderma",B,GPT,human,,human,,human,,human,FALSE,3,Correct,yes,Correct,yes,,,,,,,,,,,yes,
009H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,171,"A 70-year-old man comes to the clinic because of a 3-day history of fatigue, dark urine, decreased urine output, mild pain with urination, and a low-grade fever. He has gout, hypertension, and osteoarthritis. His medications are allopurinol, hydrochlorothiazide, and acetaminophen. Temperature is 37.9°C (100.2°F), pulse is 88/min, respirations are 24/min, and blood pressure is 160/95 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 97%. Jugular venous pressure is 7 cm H2O (N=5–9). Cardiopulmonary examination shows no abnormalities. Which of the following is the most appropriate next step in management?

(A) Discontinuation of acetaminophen therapy
(B) Intravenous administration of fluids
(C) Measurement of postvoid residual volume
(D) Oral trimethoprim-sulfamethoxazole therapy
(E) Renal biopsy",C,human,human,,GPT,missing renal function results. strange info given in stem for other parts of physical exam,human,,human,TRUE,,,,,,,,,,,,,,,,,
089H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,173,"A 49-year-old man returns to the office for follow-up 2 weeks after he was evaluated for a 4-month history of intermittent diarrhea associated with cramping abdominal pain, urgency, and fecal incontinence. Since the onset of these symptoms, he has had four to five bowel movements daily that contain blood and mucus. Endoscopy done 1 week ago showed erythematous, inflamed mucosa of the rectum and sigmoid colon; there were no abnormalities of the ileum. He also had an episode of uveitis treated with intraocular corticosteroids 3 months ago. He takes no routine medications. He is 185 cm (6 ft 1 in) tall and weighs 77 kg (170 lb); BMI is 22 kg/m². Vital signs are  temperature 37.3°C (99.2°F), pulse 88/min, respirations 18/min, and blood pressure 128/80 mm Hg. Skin examination shows raised, tender nodules that are 2 to 3 cm in diameter on the anterior surfaces of both lower extremities. Palpation of the abdomen discloses mild tenderness. Rectal examination discloses no fissures or ulcers. Test of the stool for occult blood is trace positive. This patient should be counseled that he is at greatest risk for which of the following?

(A) Adenocarcinoma of the colon
(B) Cholelithiasis
(C) Nephrolithiasis
(D) Primary biliary cirrhosis
(E) Spontaneous bacterial peritonitis",A,human,human,,GPT,"based on choices, I think most students would guess A without having to assert they know the diagnosis",human,,human,TRUE,,,,,,,,,,,,,,,,,
079G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,176,"A 28-year-old man presents to the emergency department with sudden onset of severe, tearing chest pain that started 1 hour ago. The pain radiates to his back and is not relieved by rest or nitroglycerin. He has a history of hypertension, which is being treated with hydrochlorothiazide. On examination, his blood pressure is 190/120 mm Hg, pulse is 110 bpm, and respirations are 22 per minute. His heart sounds are normal with no murmurs. An ECG shows no ST-segment changes or T-wave inversions. A chest X-ray reveals a widened mediastinum. Which of the following is the most appropriate next step in management?

(A) Administer intravenous nitroglycerin
(B) Initiate beta-blocker therapy
(C) Order a CT angiogram of the chest
(D) Perform percutaneous coronary intervention (PCI)
(E) Start anticoagulation therapy",C,GPT,human,,GPT,unusual for a 28 year old..,human,,human,FALSE,8,It's reasonable. You could argue that B is a more appriciate first step,yes,Explanation is correct - GPT is clear about priority of making diagnosis(C) before initiating treatment (B),yes,,,,,,,,,,,yes,
068H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,177,"A 32-year-old woman comes to the emergency department because of a 1-day history of sharp, right-sided chest pain that worsens with coughing and sneezing. Four days ago, she had a mild sore throat and runny nose followed by nonproductive cough 1 day later. Over-the-counter decongestant and aspirin mildly relieved the symptoms. She has not had shortness of breath, blood-tinged sputum, fever, or chills. She has a long-standing history of recurrent aphthous ulcers. Her only medication is an oral contraceptive. Temperature is 37.2°C (99.0°F), pulse is 65/min, and respirations are 14/min. Pulse oximetry on room air shows an oxygen saturation of 99%. Splinting is observed over the right hemithorax with deep breathing. On cardiac examination, no abnormalities are heard. The remainder of the examination shows no abnormalities. Chest x-ray shows no abnormalities. Which of the following is the most appropriate next step in management?

(A) Azithromycin therapy
(B) CT angiography
(C) Electrocardiography
(D) Ibuprofen therapy
(E) Prednisone therapy
(F) Transthoracic echocardiography",D,human,human,,human,,human,,human,TRUE,,,,,,,,,,,,,,,,,
102H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,178,"A 14-year-old boy is brought to the emergency department by his parents 30 minutes after the sudden onset of confusion, sweating, and pallor. He has enuresis treated with imipramine. His parents refilled his prescription for imipramine 3 days ago and noted today that the bottle is empty. On arrival, the patient is awake but confused. Temperature is 37.0°C (98.6°F), pulse is 80/min, respirations are 8/min, and blood pressure is 100/60 mm Hg. Examination shows dilated pupils and flushed skin. In addition to ensuring an adequate airway and establishing intravenous access, which of the following is the most appropriate initial step in management?

(A) Cardiac monitoring
(B) Chest x-ray
(C) Echocardiography
(D) EEG
(E) Measurement of serum imipramine concentration",A,human,human,,GPT,"think a human would have asked for an EKG before ""cardiac monitoring""",human,,human,TRUE,,,,,,,,,,,,,,,,,
105G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,179,"A 28-year-old man presents to the clinic with a 2-week history of frequent, painful urination and yellowish penile discharge. He reports having unprotected sexual intercourse with multiple partners in the past 3 months. His vital signs are within normal limits. A urethral swab is collected, and the gram stain reveals gram-negative intracellular diplococci. The most appropriate treatment for this patient would be:

(A) Azithromycin
(B) Ceftriaxone
(C) Doxycycline
(D) Metronidazole
(E) Trimethoprim-sulfamethoxazole",B,GPT,GPT,Both A and B are reasonable (or combination of both),GPT,"usually need to treat for CT too, which can use options A or C..",human,,GPT,TRUE,3,Correct,yes,Correct,yes,,,,,,,,,,,yes,
028H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,182,"A 23-year-old man who is on active duty in the US Army comes to the clinic 1 hour after sustaining a bee sting to his right cheek. The patient reports continued pain at the site of the sting, but he has not had shortness of breath, throat tightness, loss of vision, or other neurologic symptoms. Medical history is unremarkable. He takes no medications. The patient has no known allergies. He is 178 cm (5 ft 10 in) tall and weighs 64 kg (140 lb); BMI is 20 kg/m². Temperature is 37.0°C (98.6°F), pulse is 86/min, respirations are 10/min, and blood pressure is 120/70 mm Hg. Examination of the right cheek shows an erythematous, swollen area of induration surrounding a central clear area with the stinger in situ. The swelling encroaches on the lower aspect of the patient's right orbit, which appears puffy and mildly dusky. After the stinger is removed, which of the following is the most appropriate next step in management?

(A) Administer an injection of epinephrine
(B) Admit the patient to the hospital for intravenous vancomycin therapy
(C) Cleanse the site and apply ice
(D) Obtain an ophthalmologist consultation
(E) Prescribe oral clindamycin",C,human,human,,human,,human,,human,TRUE,,,,,,,,,,,,,,,,,
073H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,183,"A 52-year-old woman comes to the physician for a follow-up examination. She received the diagnosis of hypertension 3 weeks ago, and lisinopril therapy was begun at that time. She has had a constant, nonproductive, hacking cough for 2 weeks but has not had any other problems. She has no history of serious illness and takes no other medications. She does not smoke. She drinks one to two glasses of wine daily. She does aerobic exercise for 30 minutes four to five times weekly. Her blood pressure has decreased from 164/92 mm Hg 3 weeks ago to 140/84 mm Hg today. Lungs are clear to auscultation. Which of the following is the most appropriate next step in management of this patient's cough?

(A) Pulmonary function tests
(B) CT scan of the chest
(C) Course of prednisone
(D) Discontinuation of lisinopril
(E) Use of a cough suppressant
(F) No change in management is indicated at this time",D,human,human,,GPT,are these many options allowed?,human,,human,TRUE,,,,,,,,,,,,,,,,,
067H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,185,"A 25-year-old woman is brought to the emergency department by paramedics because of a seizure that began 45 minutes ago at home. Intravenous antiepileptic therapy begun en route to the hospital has not stopped her seizure. Her parents report that she initially began crying, then fell to the floor and exhibited asymmetric kicking and thrashing of all extremities. Fifteen years ago, she was diagnosed with a seizure disorder. Her seizures had been well controlled with oral antiepileptic therapy until this morning. Today, while the physician is in the patient’s room, the movements of her extremities gradually subside. The patient then sits up and asks the physician what happened. She is fully oriented. Vital signs are within normal limits. Examination shows no evidence of tongue biting, urinary incontinence, or other abnormalities. Which of the following is most likely to confirm this patient’s diagnosis?

(A) Interview following amobarbital administration
(B) Measurement of serum antiepileptic concentration
(C) Measurement of serum creatine kinase activity
(D) Neuropsychological testing
(E) Video EEG monitoring",E,human,human,,human,,human,,human,TRUE,,,,,,,,,,,,,,,,,
045G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,192,"A 42-year-old woman presents to the emergency department with severe left lower quadrant abdominal pain for the past 8 hours. The pain is sharp and constant, and she rates it as an 8 out of 10. She also reports nausea and one episode of non-bloody vomiting. She denies fever, chills, or any changes in bowel habits. Her last menstrual period was 2 weeks ago and was normal. She has no significant past medical history and takes no medications. Her vitals are as follows: temperature 36.8°C (98.2°F), pulse 100/min, respirations 20/min, and blood pressure 130/85 mm Hg.

Physical examination reveals a tender, rigid abdomen with guarding and rebound tenderness in the left lower quadrant. Bowel sounds are diminished. No masses are palpable.

Laboratory studies show a white blood cell count of 15,000/mm³, hemoglobin 12 g/dL, and platelet count 250,000/mm³. Serum electrolytes, blood urea nitrogen, creatinine, and liver function tests are within normal limits. A urine pregnancy test is negative.

An abdominal CT scan with contrast reveals a 4 cm inflamed mass in the left lower quadrant with surrounding fat stranding, suggestive of an inflamed diverticulum.

Which of the following is the most appropriate next step in management?

(A) Intravenous fluids and pain control
(B) Intravenous antibiotics and surgical consultation
(C) Colonoscopy
(D) Barium enema
(E) Oral antibiotics and outpatient follow-up",B,GPT,human,,GPT,answer choices are pretty generic,human,,human,FALSE,5,It's reasonable. ,yes,Explanation is reasonable.,yes,,,,,,4,Yes,yes,Yes,yes,yes,
022G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,194,"A 48-year-old man with a history of type 2 diabetes presents to the emergency department with a 3-day history of severe pain, redness, and swelling in his left foot. He reports that he had a small cut on his foot a week ago, which has since become increasingly painful. His temperature is 100.9°F (38.3°C), blood pressure is 135/85 mmHg, pulse is 105 beats/min, and respiratory rate is 20 breaths/min. Physical examination reveals a warm, erythematous, swollen left foot with a malodorous, necrotic ulcer surrounded by purulent discharge. The patient is at high risk for a limb-threatening infection and requires urgent surgical intervention. However, he is extremely anxious about surgery and asks if there are any alternatives to manage his condition. Which of the following is the most appropriate next step in management?

(A) Administer broad-spectrum intravenous antibiotics
(B) Assess the patient's medical decision-making capacity
(C) Initiate hyperbaric oxygen therapy
(D) Perform a noninvasive vascular study
(E) Schedule an MRI of the foot",B,GPT,human,,GPT,not sure what this is getting at. you should assess D no matter if the patient wants to know alternatives or not..,GPT,I really feel like he should be getting E and A at the same time,GPT,TRUE,5,Not all that reasonable. Giving antibiotics to this patient (A) would be reasonable,no,"Explanation is coherent, but line of reasoning isn't that strong",yes,,,,,,1,No,no,"No, antibiotics should be given immediately, before spending time assessing the patient's capacity. Plus, acting anxious and asking for alternatives are normal reactions to amputation surgery and the patient does not have a history of mental illness or dementia. Therefore, there is no compelling reason to suspect the patient does not have capacity.",no,no,AI-chosen answer is incorrect
098H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,196,"Three days after an operation for uterine cancer, a hospitalized 67-year-old woman develops edema of the right lower extremity. Doppler ultrasonography shows a deep venous thrombosis (DVT). Review of the patient's record indicates that no DVT prophylaxis was initiated perioperatively. Which of the following is the best approach to prevent a similar adverse event in the future?

(A) Conduct a nursing in-service regarding DVT prophylaxis
(B) Develop an institutional policy with standardized orders for DVT prophylaxis
(C) Encourage early ambulation during the postoperative period
(D) Prescribe low-molecular-weight heparin for all postoperative patients
(E) No intervention indicated because this is an isolated case and does not occur frequently",B,human,human,,GPT,don't really love any of the choices because they miss the nuance,human,,human,TRUE,,,,,,,,,,,,,,,,,
013H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,199,"Abstract:
Objective:
In patients with cirrhosis and acute bleeding esophageal varices, how do endoscopic sclerotherapy and emergency portacaval shunt
compare for control of bleeding and survival?

Methods
Design: Randomized controlled trial (San Diego Bleeding Esophageal Varices Study). ClinicalTrials.gov NCT00690027.

Allocation: Concealed.

Blinding: Blinded (gastroenterologist who evaluated patients for portal-systemic encephalopathy).

Follow-up period: Up to 17 years.

Setting: University of California San Diego Medical Center.

Patients: 211 patients (mean age 49 years, 77% men) with acute bleeding esophageal varices resulting from cirrhosis, who required a transfusion of ≥ 2 units of blood and, for patients transferred from other hospitals, observation of upper gastrointestinal bleeding within 48 hours of transfer. Exclusion criterion was > 1 previous session of endoscopic sclerotherapy.

Intervention: Endoscopic sclerotherapy (n = 106) or emergency portacaval shunt (n = 105). Emergency portacaval shunt comprised a direct side-to-side or direct end-to-side portacaval shunt done within 8 hours of initial contact.

Outcomes: Control of bleeding at > 30 days, survival, readmissions for variceal or nonvariceal bleeding requiring transfusion of packed red blood cells, and recurrent portal-systemic encephalopathy.

Patient follow-up: 100% (minimum follow-up until death or 9.4 years).

Main results

15-year survival was lower with endoscopic sclerotherapy than with emergency portacaval shunt (10/106 vs 48/105, relative benefit reduction 79%, 95% CI 62 to 89; number needed to harm 3, CI 2 to 4). Other main results are shown in the Table.

Endoscopic sclerotherapy (EST) vs emergency portacaval shunt (EPCS) in patients with cirrhosis and acute bleeding esophageal varices

Outcomes                                     | Child-Pugh risk class |  EST  | EPCS | P value | 
————————————————————————————————————
Control of bleeding at > 30 days* |                                    |  20% | 100%  | <.001   | 
Median survival (years)                 |             A                    | 4.62  | 10.43  | .003.    | 
                                                      |             B                    |  2.61 |   6.19  | <.001   |
                                                      |             C                    | 0.58  |   5.30  | .005.    |
Mean number of readmissions for variceal bleeding requiring packed red blood cell transfusion |        | 6.8    |    0.4   | <.001 | 
Recurrent portal-systemic encephalopathy† |                   | 35% | 15% | < .001 |
———————————————————————————————————
*Excluding indeterminate deaths at 14 days from nonbleeding causes.
†In patients who survived 30 days and left hospital.
———————————————————————————————————

Conclusion
In patients with cirrhosis and acute bleeding esophageal varices, emergency portacaval shunt was better than endoscopic sclerotherapy for control of bleeding, recurrent encephalopathy, and survival.

Sources of funding: National Institutes of Health and Surgical Education and Research Foundation.

Structured abstract based on: Orloff MJ, Isenberg JI, Wheeler HO, et al. Randomized trial of emergency endoscopic sclerotherapy versus emergency portacaval shunt for acutely bleeding esophageal varices in cirrhosis. J Am Coll Surg. 2009;209:25-40. 19651060

Which of the following conclusions is most appropriate based on the results presented in the table?

(A) The 95% confidence interval for the difference in survival between EPCS and EST for Child-Pugh class A patients includes 0 years 
(B) EPCS is more effective than EST in decreasing hospital readmissions for variceal bleeding requiring transfusion
(C) The median survival after EPCS is statistically significantly less for Child-Pugh class C than for Child-Pugh class B
(D) The randomization procedure was ineffective in decreasing bias in this study",B,human,human,,GPT,15 year survival..? blows my mind to have 100% follow up,human,,human,TRUE,,,,,,,,,,,,,,,,,
063G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,200,"A 28-year-old woman, gravida 3, para 3, presents to her obstetrician for a routine prenatal visit at 28 weeks' gestation. She has a history of type 1 diabetes mellitus and is currently on insulin therapy. Her diabetes has been well-controlled throughout her pregnancy, with her most recent HbA1c at 6.5%. Her prenatal laboratory workup is unremarkable. The patient is concerned about potential risks to her unborn child. Which of the following is the most appropriate measure to monitor fetal well-being in this patient?

(A) Biophysical profile
(B) Contraction stress test
(C) Fetal kick count
(D) Nonstress test
(E) Umbilical artery Doppler velocimetry",E,GPT,human,,human,,GPT,A1c is not used as a measure of diabetes control during pregnancy. Also an A1c of 6.5% is actually not well controlled in pregnancy.,human,FALSE,8,"Not reasonable - the doppler doesn't make sense in this case, nor is the question appropriately worded. ",no,"Not really. This patient has well controlled diabetes, so doesn't make sense to do a somewhat obscure test to assess placental growth.",no,,,,,,3,No,no,No. biophysical profile is important to screen for diffferent types of growth issues during 3rd trimester,no,no,AI-chosen answer is incorrect
062H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,201,"A 47-year-old woman comes to the office for a routine health maintenance examination. She feels well and has no history of serious illness. Examination shows a 2-cm, soft, nontender nodule in the right lobe of the thyroid gland. There is no lymphadenopathy. Her serum thyroid-stimulating hormone concentration is within the reference range. Which of the following is the most appropriate initial step in management?

(A) CT scan of the neck
(B) Fine-needle aspiration biopsy
(C) Reexamination in 3 months
(D) Surgical excision
(E) Ultrasonography of the thyroid gland",E,human,human,,human,,human,,human,TRUE,,,,,,,,,,,,,,,,,
072G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,206,"A 6-year-old girl is brought to the pediatrician by her mother due to a 3-day history of fever, sore throat, and difficulty swallowing. The girl has no known allergies or chronic medical conditions. Her temperature is 39.1°C (102.4°F), pulse is 110/min, and respirations are 20/min. Physical examination reveals erythematous tonsils with exudates and tender cervical lymphadenopathy. A rapid strep test is positive. Laboratory studies show:

Leukocyte count: 15,000/mm³
Serum
C-reactive protein (CRP): 40 mg/L
Erythrocyte sedimentation rate (ESR): 50 mm/hr

Which of the following is the most appropriate next step in management?

(A) Intravenous ceftriaxone
(B) Oral penicillin V
(C) Intravenous acyclovir
(D) Oral azithromycin
(E) Supportive care with ibuprofen and throat lozenges",B,GPT,human,,GPT,not sure if kids get CRP and ESR measured..,human,,human,FALSE,3,Correct,yes,Correct,yes,,,,,,,,,,,yes,
083H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,208,"A 42-year-old woman comes to the physician because of a 1-month history of moderate constant abdominal pain. She was evaluated in the emergency department 6 weeks ago for renal calculi and was told that her serum calcium concentration was increased. She has labile hypertension treated with hydrochlorothiazide and enalapril. Two brothers have hyperparathyroidism, and one sister has an adrenal tumor. The patient's temperature is 37.0°C (98.6°F), pulse is 80/min, respirations are 12/min, and blood pressure is 182/98 mm Hg. Funduscopic examination shows arteriovenous nicking. There is mild, diffuse tenderness to palpation of the abdomen. The remainder of the examination shows no abnormalities. Serum calcium concentration is 13.2 mg/dL. Urine metanephrine concentration is 4000 μg/24 h (N=140–785). This patient is most likely at risk for which of the following conditions?

(A) Carcinoid syndrome
(B) Chronic autoimmune (Hashimoto) thyroiditis
(C) Familial hypocalciuric hypercalcemia
(D) Medullary thyroid carcinoma
(E) Parathyroid carcinoma",D,human,human,,human,one of the MENs.. classic med student question,human,,human,TRUE,,,,,,,,,,,,,,,,,
120H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,211,"A 47-year-old woman comes to the office because of a 2-month history of progressive weakness and numbness of her right leg. She has a 3-year history of type 2 diabetes mellitus treated with metformin. She has worked as a stock person in a storeroom for 12 years; she often moves and lifts heavy objects and sometimes crawls into tight spaces. On neurologic examination, muscle strength is 5−/5 in the hip extensor, thigh abductor, hamstring, and gastrocnemius muscles on the right and intact on the left. Muscle strength is intact in the iliopsoas, thigh adductor, quadriceps, and tibial anterior muscles bilaterally. Deep tendon reflexes are 1+ in the right ankle and 2+ in the left ankle. Sensation to light touch is mildly decreased over the lateral and inferior aspects of the right foot. Sensation otherwise is intact. Which of the following is the most likely diagnosis?

(A) Common peroneal neuropathy
(B) Femoral neuropathy
(C) L2 radiculopathy
(D) L4 radiculopathy
(E) Obturator neuropathy
(F) S1 radiculopathy",F,human,human,,human,dermatomes are also classic med student questions,human,,human,TRUE,,,,,,,,,,,,,,,,,
081G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,212,"A 42-year-old man presents to the emergency department with a 3-day history of fever, cough, and shortness of breath. He has a past medical history of type 2 diabetes mellitus and hypertension. His vital signs are: temperature 101.5°F (38.6°C), blood pressure 145/95 mm Hg, pulse 105/min, and respiratory rate 24/min. On physical examination, he has bilateral crackles in his lungs. Chest X-ray reveals bilateral infiltrates. His oxygen saturation is 92% on room air. The patient has no known drug allergies, and he is not taking any medications. He admits to smoking a pack of cigarettes per day for the past 20 years. Which of the following is the most appropriate initial antibiotic regimen for this patient?

(A) Amoxicillin
(B) Ceftriaxone and azithromycin
(C) Ciprofloxacin
(D) Doxycycline
(E) Piperacillin-tazobactam",B,GPT,human,,human,,human,,human,FALSE,,Bilateral crackles' doesn't make total sense in CAP - it seems like a poor question stem,no,"Yes, for CAP, treatment is appropriate  as outlined in explanation",yes,,,,,,1,Yes,yes,Yes,yes,50/50,No correct answer
032H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,223,"A 45-year-old woman is hospitalized for management of Staphylococcus aureus endocarditis with persistent bacteremia. The patient is discussed during interdisciplinary rounds, which includes physicians, nurses, pharmacists, and social workers. During rounds, a pharmacy student notices that the patient missed two doses of her scheduled antibiotic last week but is unsure why. The physician and nurse are unaware of these missed doses, and the student does not mention her observation. Which of the following measures is most likely to improve communication within this interdisciplinary health care team?

(A) Conduct interdisciplinary rounds in a quieter location
(B) Encourage questions from all team members
(C) Implement a checklist for standardizing patient rounds
(D) Use computers during rounds to review medications",B,human,human,,human,,human,,human,TRUE,,,,,,,,,,,,,,,,,
037G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,1,225,"A 24-year-old woman with a history of recurrent urinary tract infections presents to her primary care physician with a 3-day history of dysuria, increased urinary frequency, and suprapubic pain. She denies fever, chills, nausea, or vomiting. She is sexually active with one partner and uses condoms for contraception. Her vital signs are within normal limits. Urinalysis shows numerous white blood cells, positive nitrites, and positive leukocyte esterase. Which of the following is the most appropriate initial treatment for this patient?

(A) Amoxicillin
(B) Ciprofloxacin
(C) Nitrofurantoin
(D) Trimethoprim-sulfamethoxazole
(E) Levofloxacin",C,GPT,human,,GPT,I think D is also reasonable..?,human,,human,FALSE,8,Not really. Both C and D are first line,no,Not really - D is still a reasonable first line,no,,,,,,,,,,,no,Multiple correct answers
059G,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,2,226,"A 27-year-old woman visits her primary care physician for a routine check-up. She reports that she has been experiencing difficulty falling asleep for the past few months, as well as a sudden weight loss despite having a normal appetite. She also complains of feeling increasingly irritable and having palpitations. On examination, her vital signs reveal a heart rate of 110 beats per minute, blood pressure of 130/80 mm Hg, and a respiratory rate of 20 breaths per minute. Her thyroid is diffusely enlarged and non-tender. Results of laboratory studies show a low TSH level and elevated free T4 and T3 levels. Which of the following is the most appropriate next step in management?

(A) Begin propranolol therapy
(B) Begin levothyroxine therapy
(C) Begin methimazole therapy
(D) Order a thyroid-stimulating immunoglobulin (TSI) test
(E) Order a thyroid ultrasound",C,GPT,GPT,iodine update scan is usual next step - not mentioned here,human,,GPT,"she likely has Graves disease just based on labs and enlarged thyroid on exam however we would still do a TSI to confirm. However, we would still first need to treat her as she is symptomatic. However, before I treated a young women of child bearing age with MMI i would want to know if she is pregnant or at least her mensutral history as MMI is more teratogenic than the alternative treatment PTU. Also typically we simultaneously start a Beta blocker like propranolol.",GPT,TRUE,5,"Not really. You'd treat symptoms first (A), then once cause of hyperthyroidism is established, start treatment (C)",no,"Not really - nothing facutally wrong, the reasoning doesn't make sense",no,,,,,,1,Yes,yes,Yes,yes,50/50,Multiple correct answers
110H,USMLE Step 2 CK Sample Test Questions,https://www.usmle.org/sites/default/files/2021-10/Step2_CK_Sample_Questions.pdf,3,231,"A 45-year-old man is brought to the emergency department because of moderate chest pain after a generalized tonic-clonic seizure 30 minutes ago. He has seizure disorder for which he has taken carbamazepine and phenobarbital for the past 20 years. X-ray of the chest shows generalized osteopenia with several rib fractures. Which of the following is the most likely nutritional deficiency?

(A) Folic acid
(B) Iron
(C) Magnesium
(D) Vitamin B₂ (riboflavin)
(E) Vitamin D
(F) Zinc",E,human,human,,GPT,lots of choices. also the other vitamins aren't associated with bone mineral metabolism..,GPT,Not sure if this question is asking what is the most likely nutritional deficiency because  of the osteopenia. I am not aware of clinically significant nutritional deficiencies with antiepileptic treatments in the vignette however these medications independently are a risk factor for osteopenia/low bone mass.,GPT,FALSE,,,,,,,,,,,,,,,,,
